gov-unnamed-3-party,gov-unnamed-1-seats,gov-Utbildningsminister-name,gov-Utbildningsminister-party,gov-Finansminister-name,seatsInParliament-FP,gov-Statsminister-name,seatsInParliament-M,seatsInParliament-S,LKFV,seatsInParliament-V,seatsInParliament-SD,gov-Utrikesminister-name,gov-unnamed-0-seats,seatsInParliament-C,gov-unnamed-1-party,gov-Finansminister-party,gov-unnamed-3-seats,gov-unnamed-0-party,gov-unnamed-2-party,gov-Statsminister-party,gov-unnamed-2-seats,VDNAMN,seatsInParliament-MP,gov-Utrikesminister-party,seatsInParliament-KD,seatsInParliament-PP,seatsInParliament-SPI,seatsInParliament-OVR
,,Tomas Tobé,M,Anders Borg,27,Fredrik Reinfeldt,179,58,01260105,,,Carl Bildt,16,27,,M,,M,,M,,Vistaberg-Vårdkasen,32,M,26,,,
,2,Jan Björklund,FP,Anders Borg,38,Fredrik Reinfeldt,153,60,01260106,,18,Cecilia Wikström,14,18,FP,M,,M,,M,,Stuvsta centrum,34,FP,28,,,
,1,Jan Björklund,FP,Anders Borg,33,Fredrik Reinfeldt,167,65,01260107,,20,Cecilia Wikström,15,15,FP,M,,M,,M,,Myrängen-Högmora,34,FP,15,,,
,,Tomas Tobé,M,Anders Borg,47,Fredrik Reinfeldt,175,63,01260108,,,Carl Bildt,16,21,,M,,M,,M,,Stuvsta gård,19,M,24,,,
,,Tomas Tobé,M,Anders Borg,36,Fredrik Reinfeldt,182,50,01260109,,17,Carl Bildt,16,20,,M,,M,,M,,Kynäs,25,M,19,,,
FP,1,Rossana Dinamarca,V,Birgitta Olsson,32,Stefan Löfven,113,114,01260110,23,25,Bodil Ceballos,11,,V,FP,2,S,MP,S,2,Kvarnbergsplan,26,MP,16,,,
,2,Ibrahim Baylan,S,Ulla Andersson,30,Stefan Löfven,115,119,01260111,23,26,Bodil Ceballos,11,,V,V,,S,MP,S,3,Tomtberga,36,MP,,,,
,2,Ibrahim Baylan,S,Ulla Andersson,23,Stefan Löfven,92,130,01260112,26,25,Bodil Ceballos,11,,V,V,,S,MP,S,3,Huddinge centrum,37,MP,16,,,
,1,Jan Björklund,FP,Anders Borg,33,Fredrik Reinfeldt,161,65,01260113,,15,Cecilia Wikström,15,25,FP,M,,M,,M,,Hörningsnäs,25,FP,25,,,
KD,11,Göran Hägglund,KD,Birgitta Olsson,29,Fredrik Reinfeldt,115,112,01260114,25,22,Bodil Ceballos,2,,M,FP,1,MP,FP,M,2,Paradisbacken,27,MP,19,,,
,1,Jan Björklund,FP,Anders Borg,27,Fredrik Reinfeldt,174,50,01260115,15,17,Cecilia Wikström,15,23,FP,M,,M,,M,,Solgård,27,FP,16,,,
,2,Jan Björklund,FP,Anders Borg,40,Fredrik Reinfeldt,169,61,01260116,,,Cecilia Wikström,14,22,FP,M,,M,,M,,Sörskogen,23,FP,34,,,
,1,Jan Björklund,FP,Anders Borg,30,Fredrik Reinfeldt,162,67,01260117,,23,Cecilia Wikström,15,19,FP,M,,M,,M,,Balingsnäs-Gladökvarn-Lissma-Ådran,30,FP,18,,,
,1,Jan Björklund,FP,Anders Borg,31,Fredrik Reinfeldt,150,94,01260118,16,16,Cecilia Wikström,15,,FP,M,,M,,M,,Fullersta gård,22,FP,20,,,
,,Tomas Tobé,M,Anders Borg,40,Fredrik Reinfeldt,176,51,01260119,,,Carl Bildt,16,22,,M,,M,,M,,Segersminne,33,M,27,,,
,2,Jan Björklund,FP,Anders Borg,40,Fredrik Reinfeldt,172,56,01260120,,,Cecilia Wikström,14,25,FP,M,,M,,M,,Stensängen,31,FP,25,,,
,,Tomas Tobé,M,Anders Borg,27,Fredrik Reinfeldt,185,51,01260121,,,Carl Bildt,16,24,,M,,M,,M,,Snättringe gård,29,M,33,,,
,1,Jan Björklund,FP,Anders Borg,25,Fredrik Reinfeldt,151,44,01260201,19,29,Cecilia Wikström,15,24,FP,M,,M,,M,,Vidja-Mellansjö-Svartvik,36,FP,21,,,
,11,Tomas Tobé,M,Birgitta Olsson,24,Fredrik Reinfeldt,123,107,01260202,20,32,Bodil Ceballos,3,,M,FP,,MP,FP,M,2,Hammartorp,43,MP,,,,
KD,10,Göran Hägglund,KD,Birgitta Olsson,25,Fredrik Reinfeldt,111,108,01260203,20,29,Bodil Ceballos,3,,M,FP,1,MP,FP,M,2,Trångsund centrum,41,MP,15,,,
,,Tomas Tobé,M,Anders Borg,32,Fredrik Reinfeldt,191,56,01260204,,,Carl Bildt,16,18,,M,,M,,M,,Stortorp,21,M,31,,,
,2,Ibrahim Baylan,S,Åsa Romson,18,Stefan Löfven,96,131,01260205,30,27,Hans Linde,12,,V,MP,,S,MP,S,2,Västra Skogås norra,29,V,18,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,64,191,01260206,45,18,Jan Eliasson,16,,,S,,S,,S,,Västra Skogås centrum,31,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,81,187,01260207,45,16,Jan Eliasson,16,,,S,,S,,S,,Västra Skogås västra,20,S,,,,
FP,2,Jan Björklund,FP,Åsa Romson,26,Stefan Löfven,109,114,01260208,31,26,Hans Linde,10,,V,MP,2,S,MP,S,2,Västra Skogås södra,27,V,16,,,
,12,Tomas Tobé,M,Birgitta Olsson,23,Fredrik Reinfeldt,137,115,01260209,22,18,Bodil Ceballos,3,,M,FP,,MP,FP,M,1,Östra Skogås centrala,34,MP,,,,
,2,Jan Björklund,FP,Anders Borg,34,Fredrik Reinfeldt,159,79,01260210,23,20,Cecilia Wikström,14,,FP,M,,M,,M,,Östra Skogås norra,34,FP,,,,
,2,Jan Björklund,FP,Anders Borg,34,Fredrik Reinfeldt,143,93,01260211,,22,Cecilia Wikström,14,18,FP,M,,M,,M,,Östra Skogås södra,23,FP,16,,,
,2,Jan Björklund,FP,Anders Borg,41,Fredrik Reinfeldt,158,62,01260212,,16,Cecilia Wikström,14,22,FP,M,,M,,M,,Fållan-Nytorp,29,FP,21,,,
,,Tomas Tobé,M,Anders Borg,37,Fredrik Reinfeldt,204,37,01260213,,,Carl Bildt,16,28,,M,,M,,M,,Sjöängen,24,M,19,,,
,,Tomas Tobé,M,Anders Borg,24,Fredrik Reinfeldt,195,51,01260214,,18,Carl Bildt,16,23,,M,,M,,M,,Länna,16,M,22,,,
,,Tomas Tobé,M,Anders Borg,30,Fredrik Reinfeldt,195,62,01260301,,,Carl Bildt,16,19,,M,,M,,M,,Smista östra,19,M,24,,,
,,Tomas Tobé,M,Anders Borg,34,Fredrik Reinfeldt,191,54,01260302,,,Carl Bildt,16,18,,M,,M,,M,,Segeltorp centrum,27,M,25,,,
,,Tomas Tobé,M,Anders Borg,35,Fredrik Reinfeldt,204,54,01260303,,,Carl Bildt,16,15,,M,,M,,M,,Kråkvik-Kungens kurva,19,M,22,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,45,219,01260304,49,18,Jan Eliasson,16,,,S,,S,,S,,Vårby gård östra,18,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,50,191,01260305,61,22,Jan Eliasson,16,,,S,,S,,S,,Vårby gård centrum,25,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,69,217,01260306,41,,Jan Eliasson,16,,,S,,S,,S,,Vårby gård västra,22,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,58,203,01260307,44,23,Jan Eliasson,16,,,S,,S,,S,,Haga,21,S,,,,
,3,Ibrahim Baylan,S,Åsa Romson,22,Stefan Löfven,102,121,01260308,38,19,Hans Linde,11,,V,MP,,S,MP,S,2,Myrstuguberget,29,V,18,,,
,1,Jan Björklund,FP,Anders Borg,34,Fredrik Reinfeldt,161,73,01260309,,17,Cecilia Wikström,15,19,FP,M,,M,,M,,Utsälje centrala,24,FP,21,,,
,,Tomas Tobé,M,Anders Borg,33,Fredrik Reinfeldt,205,43,01260310,,,Carl Bildt,16,24,,M,,M,,M,,Utsälje,20,M,24,,,
,,Tomas Tobé,M,Anders Borg,30,Fredrik Reinfeldt,187,67,01260311,,,Carl Bildt,16,19,,M,,M,,M,,Juringe,21,M,25,,,
,1,Jan Björklund,FP,Anders Borg,30,Fredrik Reinfeldt,159,71,01260312,16,15,Cecilia Wikström,15,17,FP,M,,M,,M,,Smista västra,20,FP,21,,,
,0,Jan Björklund,FP,Anders Borg,23,Fredrik Reinfeldt,166,73,01260401,24,24,Cecilia Wikström,16,,FP,M,,M,,M,,Glömsta-Kästa,22,FP,17,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,55,238,01260402,35,,Jan Eliasson,16,,,S,,S,,S,,Grantorp norra,21,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,62,208,01260403,49,,Jan Eliasson,16,,,S,,S,,S,,Grantorp östra,30,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,65,191,01260404,45,,Jan Eliasson,16,,,S,,S,,S,,Flemingsberg centrum,48,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,17,Stefan Löfven,61,175,01260405,26,30,Jan Eliasson,16,,,S,,S,,S,,Visättra östra,25,S,15,,,
,,Ibrahim Baylan,S,Magdalena Andersson,16,Stefan Löfven,49,178,01260406,42,20,Jan Eliasson,16,,,S,,S,,S,,Visättra västra,44,S,,,,
,2,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,93,152,01260407,40,27,Bodil Ceballos,14,,MP,S,,S,,S,,Visättra-Björnkulla,37,MP,,,,
,0,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,92,170,01270131,50,,Bodil Ceballos,16,,MP,S,,S,,S,,Botkyrka 31 Albydalen V småhus S,20,MP,17,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,70,232,01270132,25,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 32 Albydalen C/Rotemannen,22,S,,,,
,1,Ibrahim Baylan,S,Åsa Romson,22,Stefan Löfven,100,143,01270133,23,20,Hans Linde,14,,V,MP,,S,MP,S,1,Botkyrka 33 Alby småhus Ö/Albygård,23,V,18,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,54,225,01270134,42,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 34 Albyberget V,28,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,73,212,01270135,41,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 35 Albyberget Ö/Albygård,23,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,63,209,01270136,48,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 36 Albydalen Ö,29,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,82,191,01270141,37,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 41 Fittja småhusområde,17,S,22,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,50,215,01270142,84,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 42 Fittja Krögarvägen,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,26,246,01270143,77,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 43 Fittja Forvägen,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,32,230,01270144,70,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 44 Fittja Värdshusvägen,17,S,,,,
,1,Ibrahim Baylan,S,Åsa Romson,22,Stefan Löfven,104,143,01270151,20,18,Hans Linde,14,,V,MP,,S,MP,S,1,Botkyrka 51 Slagsta N,22,V,20,,,
,1,Ibrahim Baylan,S,Birgitta Olsson,19,Stefan Löfven,104,150,01270152,23,17,Hans Linde,14,,V,FP,,S,FP,S,1,Botkyrka 52 Slagsta S,,V,36,,,
,1,Mats Pertoft,MP,Magdalena Andersson,15,Stefan Löfven,80,151,01270153,35,23,Bodil Ceballos,15,,MP,S,,S,,S,,Botkyrka 53 Hallunda/Brunna,28,MP,17,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,80,178,01270154,35,19,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 54 Hallunda C,15,S,22,,,
,,Ibrahim Baylan,S,Magdalena Andersson,15,Stefan Löfven,53,178,01270155,31,18,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 55 Hallunda/Norsborg låghus,19,S,35,,,
,,Ibrahim Baylan,S,Magdalena Andersson,34,Stefan Löfven,83,194,01270156,,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 56 Norsborg småhusområde,,S,38,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,51,224,01270157,36,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 57 Norsborg Ö,18,S,20,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,38,243,01270158,36,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 58 Norsborg C,16,S,16,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,40,220,01270159,50,,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 59 Norsborg V,22,S,17,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,76,181,01270160,41,22,Jan Eliasson,16,,,S,,S,,S,,Botkyrka 60 Eriksberg Ö,29,S,,,,
,2,Ibrahim Baylan,S,Åsa Romson,18,Stefan Löfven,110,130,01270161,31,24,Hans Linde,13,,V,MP,,S,MP,S,1,Botkyrka 61 Eriksberg V/G:a Norsborg,20,V,16,,,
,,Tomas Tobé,M,Anders Borg,45,Fredrik Reinfeldt,194,43,01270226,,,Carl Bildt,16,24,,M,,M,,M,,Botkyrka 26 Uttran,21,M,22,,,
,13,Tomas Tobé,M,Åsa Romson,25,Fredrik Reinfeldt,137,107,01270227,18,39,Cecilia Wikström,1,,M,MP,,MP,FP,M,2,Botkyrka 27 Vårsta C/Bremora,23,FP,,,,
,0,Jan Björklund,FP,Anders Borg,22,Fredrik Reinfeldt,172,63,01270228,,26,Cecilia Wikström,16,22,FP,M,,M,,M,,Botkyrka 28 Malmtorp/Grödinge,28,FP,16,,,
KD,11,Göran Hägglund,KD,Birgitta Olsson,27,Fredrik Reinfeldt,123,114,01270311,20,18,Bodil Ceballos,2,,M,FP,1,MP,FP,M,2,Botkyrka 11 Nackdala/Kulturen,29,MP,18,,,
,2,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,82,152,01270312,35,29,Bodil Ceballos,14,,MP,S,,S,,S,,Botkyrka 12 Tuna,33,MP,,,,
,2,Ibrahim Baylan,S,Åsa Romson,26,Stefan Löfven,106,136,01270313,25,30,Hans Linde,12,,V,MP,,S,MP,S,2,Botkyrka 13 Segersjö,26,V,,,,
FP,1,Rossana Dinamarca,V,Birgitta Olsson,25,Stefan Löfven,118,124,01270314,19,17,Bodil Ceballos,11,,V,FP,2,S,MP,S,2,Botkyrka 14 Tumba C,25,MP,21,,,
,2,Tomas Tobé,M,Anders Wijkman,27,Fredrik Reinfeldt,140,83,01270315,14,16,Cecilia Wikström,12,17,FP,KD,,M,KD,M,2,Botkyrka 15 Broängen,24,FP,28,,,
,1,Jan Björklund,FP,Anders Borg,30,Fredrik Reinfeldt,161,81,01270316,,18,Cecilia Wikström,15,15,FP,M,,M,,M,,Botkyrka 16 Kassmyra,21,FP,23,,,
,0,Jan Björklund,FP,Anders Borg,22,Fredrik Reinfeldt,154,98,01270317,16,20,Cecilia Wikström,16,,FP,M,,M,,M,,Botkyrka 17 Lövholmen,23,FP,16,,,
,0,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,84,168,01270318,34,22,Bodil Ceballos,16,,MP,S,,S,,S,,Botkyrka 18 Storvreten V,23,MP,18,,,
,1,Mats Pertoft,MP,Magdalena Andersson,19,Stefan Löfven,78,169,01270319,36,21,Bodil Ceballos,15,,MP,S,,S,,S,,Botkyrka 19 Storvreten S,26,MP,,,,
,1,Ibrahim Baylan,S,Ulla Andersson,17,Stefan Löfven,90,140,01270320,18,44,Bodil Ceballos,13,,V,V,,S,MP,S,2,Botkyrka 20 Storvreten Ö,23,MP,17,,,
,2,Tomas Tobé,M,Anders Wijkman,29,Fredrik Reinfeldt,141,110,01270321,19,,Cecilia Wikström,13,,FP,KD,,M,KD,M,1,Botkyrka 21 Vretarna/Tumba bruk,32,FP,18,,,
,3,Jan Björklund,FP,Anders Borg,42,Fredrik Reinfeldt,143,69,01270501,,19,Cecilia Wikström,13,17,FP,M,,M,,M,,Botkyrka 1 Tullinge C/N Lanthem,33,FP,26,,,
KD,11,Göran Hägglund,KD,Birgitta Olsson,34,Fredrik Reinfeldt,121,100,01270502,16,25,Bodil Ceballos,2,,M,FP,1,MP,FP,M,2,Botkyrka 2 Ö Tullingeberg,34,MP,19,,,
,1,Jan Björklund,FP,Anders Borg,30,Fredrik Reinfeldt,157,62,01270503,20,14,Cecilia Wikström,15,18,FP,M,,M,,M,,Botkyrka 3 Tullinge Parkhem,24,FP,24,,,
C,10,Ulrika Carlsson,C,Birgitta Olsson,31,Fredrik Reinfeldt,115,90,01270504,16,34,Bodil Ceballos,3,16,M,FP,1,MP,FP,M,2,Botkyrka 4 G:a Tullingeberg,47,MP,,,,
,3,Tomas Tobé,M,Anders Wijkman,38,Fredrik Reinfeldt,130,71,01270505,20,18,Cecilia Wikström,12,15,FP,KD,,M,KD,M,1,Botkyrka 5 Tullinge Gård,37,FP,20,,,
,2,Jan Björklund,FP,Anders Borg,36,Fredrik Reinfeldt,142,95,01270506,21,,Cecilia Wikström,14,,FP,M,,M,,M,,Botkyrka 6 Banslätt/Römossen,34,FP,21,,,
,2,Jan Björklund,FP,Anders Borg,40,Fredrik Reinfeldt,157,64,01270507,,,Cecilia Wikström,14,19,FP,M,,M,,M,,Botkyrka 7 Tullingeskog,42,FP,27,,,
,2,Jan Björklund,FP,Anders Borg,40,Fredrik Reinfeldt,156,55,01270508,16,17,Cecilia Wikström,14,21,FP,M,,M,,M,,Botkyrka 8 S Lanthem/Riksten,26,FP,18,,,
,,Tomas Tobé,M,Anders Borg,33,Fredrik Reinfeldt,177,59,01270509,,,Carl Bildt,16,20,,M,,M,,M,,Botkyrka 9 Tullinge Villastad,34,M,26,,,
,,Tomas Tobé,M,Anders Borg,45,Fredrik Reinfeldt,175,45,01280101,,,Carl Bildt,16,32,,M,,M,,M,,1 Rönninge norra,27,M,25,,,
,2,Jan Björklund,FP,Anders Borg,46,Fredrik Reinfeldt,163,38,01280102,,,Cecilia Wikström,14,38,FP,M,,M,,M,,2 Rönninge södra,41,FP,23,,,
KD,11,Göran Hägglund,KD,Birgitta Olsson,29,Fredrik Reinfeldt,117,104,01280103,21,28,Bodil Ceballos,2,,M,FP,1,MP,FP,M,2,3 Salem västra,30,MP,20,,,
,2,Tomas Tobé,M,Anders Wijkman,28,Fredrik Reinfeldt,138,114,01280104,,26,Cecilia Wikström,13,,FP,KD,,M,KD,M,1,4 Salems centrum med omnejd,22,FP,21,,,
,,Tomas Tobé,M,Anders Borg,42,Fredrik Reinfeldt,177,110,01280105,,20,Carl Bildt,16,,,M,,M,,M,,5 Salem norra,,M,,,,
,2,Jan Björklund,FP,Anders Borg,39,Fredrik Reinfeldt,151,81,01280106,,,Cecilia Wikström,14,24,FP,M,,M,,M,,6 Rönninge centrum med omnejd,34,FP,20,,,
,2,Ibrahim Baylan,S,Åsa Romson,26,Stefan Löfven,99,128,01280107,24,26,Hans Linde,12,,V,MP,,S,MP,S,2,7 Salem södra,31,V,15,,,
C,1,Ulrika Carlsson,C,Anders Wijkman,20,Fredrik Reinfeldt,133,88,01280108,15,27,Cecilia Wikström,13,17,FP,KD,1,M,KD,M,1,8 Salem östra,29,FP,20,,,
,,Tomas Tobé,M,Anders Borg,25,Fredrik Reinfeldt,197,54,01360101,,16,Carl Bildt,16,17,,M,,M,,M,,Haninge 1 Gudö m.fl.,23,M,17,,,
,,Tomas Tobé,M,Anders Borg,37,Fredrik Reinfeldt,179,54,01360102,,17,Carl Bildt,16,20,,M,,M,,M,,Haninge 2 Vendelsö-Norrby-Dalen m.m,26,M,16,,,
,2,Jan Björklund,FP,Anders Borg,32,Fredrik Reinfeldt,149,105,01360103,21,,Cecilia Wikström,14,,FP,M,,M,,M,,Haninge 3 Söderby,25,FP,17,,,
,,Tomas Tobé,M,Anders Borg,29,Fredrik Reinfeldt,218,62,01360104,,,Carl Bildt,16,,,M,,M,,M,,Haninge 4 Vega-Söderhagen,23,M,17,,,
,2,Tomas Tobé,M,Anders Wijkman,25,Fredrik Reinfeldt,135,95,01360105,16,22,Cecilia Wikström,13,16,FP,KD,,M,KD,M,1,Haninge 5 Sågen-Lyckebyn m.fl.,25,FP,15,,,
,1,Jan Björklund,FP,Anders Borg,28,Fredrik Reinfeldt,162,71,01360106,,17,Cecilia Wikström,15,17,FP,M,,M,,M,,Haninge 6 Källtorp,31,FP,23,,,
,1,Jan Björklund,FP,Anders Borg,32,Fredrik Reinfeldt,165,85,01360107,,19,Cecilia Wikström,15,,FP,M,,M,,M,,Haninge 7 Vendelsömalm N,28,FP,20,,,
,,Tomas Tobé,M,Anders Borg,43,Fredrik Reinfeldt,194,73,01360108,,,Carl Bildt,16,,,M,,M,,M,,Haninge 8 Vendelsömalm-Ramsdalen,16,M,23,,,
,2,Jan Björklund,FP,Anders Borg,32,Fredrik Reinfeldt,145,95,01360109,,16,Cecilia Wikström,14,18,FP,M,,M,,M,,Haninge 9 Svartbäcken m.fl,22,FP,21,,,
,2,Tomas Tobé,M,Anders Wijkman,24,Fredrik Reinfeldt,139,95,01360110,16,27,Cecilia Wikström,13,,FP,KD,,M,KD,M,1,Haninge 10 Vendelsömalm,27,FP,21,,,
,0,Jan Björklund,FP,Anders Borg,23,Fredrik Reinfeldt,170,71,01360111,,16,Cecilia Wikström,16,20,FP,M,,M,,M,,Haninge 11 Kolartorp-Hermanstorp m.m,27,FP,22,,,
,2,Tomas Tobé,M,Anders Wijkman,31,Fredrik Reinfeldt,132,113,01360112,17,19,Cecilia Wikström,13,,FP,KD,,M,KD,M,1,Haninge 12 Vendelsömalm S m.fl.,22,FP,15,,,
,1,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,79,170,01360113,37,30,Bodil Ceballos,15,,MP,S,,S,,S,,Haninge 13 Brandbergen NÖ,33,MP,,,,
,2,Ibrahim Baylan,S,Åsa Romson,17,Stefan Löfven,102,132,01360114,33,22,Hans Linde,12,,V,MP,,S,MP,S,2,Haninge 14 Brandbergen SÖ,28,V,15,,,
,,Tomas Tobé,M,Anders Borg,36,Fredrik Reinfeldt,199,49,01360115,,,Carl Bildt,16,23,,M,,M,,M,,Haninge 15 Vendelsö,23,M,19,,,
,1,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,95,158,01360116,26,28,Bodil Ceballos,15,,MP,S,,S,,S,,Haninge 16 Brandbergen V,24,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,69,187,01360117,32,22,Jan Eliasson,16,,,S,,S,,S,,Haninge 17 Brandbergen N,39,S,,,,
,2,Ibrahim Baylan,S,Åsa Romson,22,Stefan Löfven,115,135,01360118,27,21,Hans Linde,12,,V,MP,,S,MP,S,2,Haninge 18 Brandbergen S,29,V,,,,
KD,12,Göran Hägglund,KD,Birgitta Olsson,25,Fredrik Reinfeldt,132,110,01360119,22,17,Bodil Ceballos,2,,M,FP,1,MP,FP,M,1,Haninge 19 Handen N,26,MP,17,,,
,2,Ibrahim Baylan,S,Åsa Romson,18,Stefan Löfven,102,132,01360120,27,26,Hans Linde,12,,V,MP,,S,MP,S,2,Haninge 20 Handen C,28,V,16,,,
,1,Ibrahim Baylan,S,Ulla Andersson,21,Stefan Löfven,104,136,01360121,22,29,Bodil Ceballos,12,,V,V,,S,MP,S,3,Haninge 21 Handen,37,MP,,,,
,2,Ibrahim Baylan,S,Åsa Romson,18,Stefan Löfven,105,137,01360122,29,27,Hans Linde,12,,V,MP,,S,MP,S,2,Haninge 22 Vallaområdet,33,V,,,,
,1,Ibrahim Baylan,S,Ulla Andersson,27,Stefan Löfven,112,135,01360124,23,20,Bodil Ceballos,13,,V,V,,S,MP,S,2,Haninge 24 Handen S,32,MP,,,,
KD,10,Göran Hägglund,KD,Birgitta Olsson,26,Fredrik Reinfeldt,114,98,01360128,24,16,Bodil Ceballos,3,14,M,FP,1,MP,FP,M,1,Haninge 28 Slätmossen m. fl.,40,MP,17,,,
KD,12,Göran Hägglund,KD,Birgitta Olsson,25,Fredrik Reinfeldt,128,115,01360129,21,15,Bodil Ceballos,2,,M,FP,1,MP,FP,M,1,Haninge 29 Jordbro N-Dåntorp-Öran,28,MP,17,,,
C,1,Ulrika Carlsson,C,Anders Wijkman,21,Fredrik Reinfeldt,133,103,01360130,17,14,Cecilia Wikström,13,16,FP,KD,1,M,KD,M,1,Haninge 30 Krogtäppan och Sommarbo,25,FP,20,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,60,203,01360131,42,25,Jan Eliasson,16,,,S,,S,,S,,Haninge 31 Jordbro NÖ,19,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,68,208,01360132,34,18,Jan Eliasson,16,,,S,,S,,S,,Haninge 32 Jordbro V,21,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,57,207,01360133,33,24,Jan Eliasson,16,,,S,,S,,S,,Haninge 33 Jordbro SV,28,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,18,Stefan Löfven,62,179,01360134,32,29,Jan Eliasson,16,,,S,,S,,S,,Haninge 34 Jordbro SÖ,29,S,,,,
,,Tomas Tobé,M,Anders Borg,30,Fredrik Reinfeldt,204,41,01360537,,,Carl Bildt,16,26,,M,,M,,M,,Haninge 37 Dalarö,22,M,26,,,
,1,Jan Björklund,FP,Anders Borg,30,Fredrik Reinfeldt,170,78,01360649,,29,Cecilia Wikström,15,,FP,M,,M,,M,,Haninge 49 Hammarängen-Hammarskogen,24,FP,18,,,
,3,Tomas Tobé,M,Anders Wijkman,35,Fredrik Reinfeldt,134,70,01360650,18,25,Cecilia Wikström,12,19,FP,KD,,M,KD,M,1,Haninge 50 Tungelsta,33,FP,15,,,
,2,Tomas Tobé,M,Anders Wijkman,32,Fredrik Reinfeldt,142,82,01360651,15,18,Cecilia Wikström,13,18,FP,KD,,M,KD,M,1,Haninge 51 Jägartorp-Sågen m.fl.,24,FP,18,,,
,1,Jan Björklund,FP,Anders Borg,23,Fredrik Reinfeldt,157,86,01360652,,35,Cecilia Wikström,15,26,FP,M,,M,,M,,Haninge 52 Skogs-Ekeby m.fl.,22,FP,,,,
,1,Mats Pertoft,MP,Magdalena Andersson,21,Stefan Löfven,83,161,01360653,26,30,Bodil Ceballos,15,,MP,S,,S,,S,,Haninge 53 Åbylund m.fl.,28,MP,,,,
,1,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,98,160,01360654,25,41,Bodil Ceballos,15,,MP,S,,S,,S,,Haninge 54 Åby,25,MP,,,,
,1,Jan Björklund,FP,Anders Borg,33,Fredrik Reinfeldt,174,67,01360655,,,Cecilia Wikström,15,21,FP,M,,M,,M,,Haninge 55 Västerhaninge,22,FP,32,,,
,2,Tomas Tobé,M,Anders Wijkman,27,Fredrik Reinfeldt,131,74,01360656,14,23,Cecilia Wikström,12,25,FP,KD,,M,KD,M,2,Haninge 56 Ribby-Öhaninge kyrkby m.m,31,FP,24,,,
