gov-unnamed-3-party,gov-unnamed-1-seats,gov-Utbildningsminister-name,gov-Utbildningsminister-party,gov-Finansminister-name,seatsInParliament-FP,gov-Statsminister-name,seatsInParliament-M,seatsInParliament-S,LKFV,seatsInParliament-V,seatsInParliament-SD,gov-Utrikesminister-name,gov-unnamed-0-seats,seatsInParliament-C,gov-unnamed-1-party,gov-Finansminister-party,gov-unnamed-3-seats,gov-unnamed-0-party,gov-unnamed-2-party,gov-Statsminister-party,gov-unnamed-2-seats,VDNAMN,seatsInParliament-MP,gov-Utrikesminister-party,seatsInParliament-KD,seatsInParliament-PP,seatsInParliament-SPI,seatsInParliament-OVR
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,78,202,17300101,21,21,Jan Eliasson,16,27,,S,,S,,S,,Charlottenbergs tätort,,S,,,,
,5,Tomas Tobé,M,Björn Söder,,Fredrik Reinfeldt,112,150,17300102,,25,Fredrick Federley,9,62,C,SD,,M,SD,M,2,Charlottenbergs omland,,C,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,63,224,17300105,22,21,Jan Eliasson,16,19,,S,,S,,S,,Åmotfors,,S,,,,
,1,Ibrahim Baylan,S,Birgitta Olsson,16,Stefan Löfven,74,141,17300307,20,21,Hans Linde,14,56,V,FP,,S,FP,S,1,Koppom,,V,21,,,
,1,Tomas Tobé,M,Birgitta Olsson,17,Fredrik Reinfeldt,117,119,17300511,,22,Fredrick Federley,9,74,FP,FP,,M,C,M,6,Köla-Skillingmark,,C,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,110,186,17370101,25,,Jan Eliasson,16,28,,S,,S,,S,,Torsby Norra,,S,,,,
,1,Rossana Dinamarca,V,Magdalena Andersson,,Stefan Löfven,96,173,17370102,28,17,Hans Linde,15,35,V,S,,S,,S,,Oleby,,V,,,,
,1,Rossana Dinamarca,V,Magdalena Andersson,16,Stefan Löfven,86,159,17370105,25,18,Hans Linde,15,29,V,S,,S,,S,,Svenneby,,V,16,,,
,1,Ibrahim Baylan,S,Birgitta Olsson,18,Stefan Löfven,118,151,17370106,20,,Hans Linde,14,26,V,FP,,S,FP,S,1,Torsby Södra,,V,16,,,
,2,Rossana Dinamarca,V,Magdalena Andersson,,Stefan Löfven,78,169,17370309,45,25,Hans Linde,14,32,V,S,,S,,S,,Vitsand,,V,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,104,178,17370512,25,,Jan Eliasson,16,42,,S,,S,,S,,Östmark,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,71,204,17370617,26,18,Jan Eliasson,16,30,,S,,S,,S,,Sysslebäck,,S,,,,
,3,Rossana Dinamarca,V,Magdalena Andersson,,Stefan Löfven,76,170,17370822,50,,Hans Linde,13,53,V,S,,S,,S,,Likenäs,,V,,,,
,0,Rossana Dinamarca,V,Magdalena Andersson,,Stefan Löfven,82,174,17370923,23,17,Hans Linde,16,53,V,S,,S,,S,,Stöllet,,V,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,50,246,17600103,31,22,Jan Eliasson,16,,,S,,S,,S,,Storfors Centrala,,S,,,,
,2,Ibrahim Baylan,S,Birgitta Olsson,16,Stefan Löfven,82,138,17600201,23,21,Hans Linde,13,47,V,FP,,S,FP,S,1,Bjurtjärn,,V,22,,,
,2,Ibrahim Baylan,S,Åsa Romson,19,Stefan Löfven,93,136,17600302,29,24,Hans Linde,13,29,V,MP,,S,MP,S,1,Lungsund,19,V,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,18,Stefan Löfven,71,201,17610101,34,25,Jan Eliasson,16,,,S,,S,,S,,Skoghall,,S,,,,
,0,Mats Pertoft,MP,Magdalena Andersson,21,Stefan Löfven,71,170,17610102,23,26,Bodil Ceballos,16,,MP,S,,S,,S,,Haga,19,MP,19,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,29,Stefan Löfven,111,135,17610103,18,,Cecilia Wikström,12,16,V,V,2,S,MP,S,1,Gunnarskär,19,FP,21,,,
,0,Mats Pertoft,MP,Magdalena Andersson,15,Stefan Löfven,72,172,17610104,24,17,Bodil Ceballos,16,14,MP,S,,S,,S,,Mörmon,20,MP,15,,,
,2,Tomas Tobé,M,Anders Wijkman,29,Fredrik Reinfeldt,128,120,17610105,14,,Cecilia Wikström,13,17,FP,KD,,M,KD,M,1,Klöverud,21,FP,20,,,
,3,Tomas Tobé,M,Anders Wijkman,40,Fredrik Reinfeldt,123,102,17610106,15,,Cecilia Wikström,11,16,FP,KD,,M,KD,M,2,Hammar,28,FP,25,,,
,1,Jan Björklund,FP,Anders Borg,33,Fredrik Reinfeldt,173,73,17610107,,,Cecilia Wikström,15,23,FP,M,,M,,M,,Lövnäs,22,FP,25,,,
,1,Jan Björklund,FP,Anders Borg,33,Fredrik Reinfeldt,157,89,17610108,,,Cecilia Wikström,15,22,FP,M,,M,,M,,Hallersrud,21,FP,27,,,
,3,Ibrahim Baylan,S,Åsa Romson,20,Stefan Löfven,59,132,17620102,40,16,Hans Linde,11,56,V,MP,,S,MP,S,2,Munkfors Södra,26,V,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,23,Stefan Löfven,50,193,17620203,21,25,Jan Eliasson,16,37,,S,,S,,S,,Munkfors Västra,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,23,Stefan Löfven,36,253,17620205,21,16,Jan Eliasson,16,,,S,,S,,S,,Munkfors Centrala,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,20,Stefan Löfven,78,179,17630101,20,18,Jan Eliasson,16,,,S,,S,,S,,Forshaga,18,S,16,,,
,0,Mats Pertoft,MP,Magdalena Andersson,21,Stefan Löfven,83,156,17630102,21,18,Bodil Ceballos,16,17,MP,S,,S,,S,,Grossbol,19,MP,14,,,
,1,Ibrahim Baylan,S,Åsa Romson,22,Stefan Löfven,82,156,17630105,19,17,Hans Linde,14,17,V,MP,,S,MP,S,1,Skived,17,V,19,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,65,197,17630212,20,20,Jan Eliasson,16,26,,S,,S,,S,,Deje,21,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,15,Stefan Löfven,71,200,17630315,17,25,Jan Eliasson,16,21,,S,,S,,S,,Dejefors,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,67,227,17640101,26,29,Jan Eliasson,16,,,S,,S,,S,,Grums Södra,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,61,229,17640102,22,19,Jan Eliasson,16,18,,S,,S,,S,,Grums Västra,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,16,Stefan Löfven,75,193,17640103,20,27,Jan Eliasson,16,18,,S,,S,,S,,Grums Centrala,,S,,,,
,5,Ulrika Carlsson,C,Anders Borg,,Fredrik Reinfeldt,127,112,17640104,19,19,Fredrick Federley,11,72,C,M,,M,,M,,Grums Norra,,C,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,16,Stefan Löfven,79,236,17640105,18,,Jan Eliasson,16,,,S,,S,,S,,Gamla Slottsbron,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,82,199,17640307,22,23,Jan Eliasson,16,23,,S,,S,,S,,Slottsbron,,S,,,,
,0,Rossana Dinamarca,V,Magdalena Andersson,20,Stefan Löfven,81,171,17640308,20,23,Hans Linde,16,34,V,S,,S,,S,,Segmon,,V,,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,21,Fredrik Reinfeldt,96,89,17640411,17,16,Fredrick Federley,8,69,FP,FP,6,M,KD,M,1,Värmskog,17,C,24,,,
SD,1,Jan Björklund,FP,Björn Söder,20,Fredrik Reinfeldt,93,131,17650101,15,31,Fredrick Federley,8,40,FP,SD,2,M,C,M,3,Årjäng N,,C,19,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,27,Fredrik Reinfeldt,94,147,17650102,,19,Fredrick Federley,9,34,FP,FP,3,M,KD,M,2,Årjäng Ö,,C,28,,,
,1,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,111,109,17650203,,35,Fredrick Federley,9,69,KD,KD,,M,C,M,6,Sillerud,,C,25,,,
C,1,Jan Björklund,FP,Anders Wijkman,23,Fredrik Reinfeldt,89,91,17650307,,20,Fredrick Federley,6,82,FP,KD,6,M,KD,M,3,Holmedal-Karlanda,,C,44,,,
,1,Ibrahim Baylan,S,Ulla Andersson,26,Stefan Löfven,93,131,17650509,21,28,Cecilia Wikström,13,31,V,V,,S,FP,S,2,Årjäng V,,FP,19,,,
C,3,Göran Hägglund,KD,Birgitta Olsson,41,Fredrik Reinfeldt,77,107,17650711,,19,Fredrick Federley,6,60,FP,FP,4,M,KD,M,3,Töcksfors,,C,45,,,
,4,Tomas Tobé,M,Björn Söder,,Fredrik Reinfeldt,116,155,17660101,18,18,Fredrick Federley,11,42,C,SD,,M,SD,M,1,Klockaregården,,C,,,,
,1,Ibrahim Baylan,S,Åsa Romson,24,Stefan Löfven,123,130,17660102,,,Cecilia Wikström,13,51,MP,MP,,S,FP,S,2,Åmberg,21,FP,,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,22,Fredrik Reinfeldt,124,125,17660103,15,15,Fredrick Federley,12,30,FP,FP,2,M,KD,M,1,Leran,,C,18,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,19,Fredrik Reinfeldt,92,114,17660106,18,,Fredrick Federley,8,72,FP,FP,6,M,KD,M,1,Södra Borgeby,16,C,18,,,
,0,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,91,174,17660109,,27,Bodil Ceballos,16,40,MP,S,,S,,S,,Rottneros,17,MP,,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,24,Fredrik Reinfeldt,99,96,17660110,16,,Fredrick Federley,7,94,FP,FP,7,M,KD,M,1,Stöpafors,,C,20,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,18,Fredrik Reinfeldt,94,104,17660119,22,,Fredrick Federley,7,91,FP,FP,7,M,KD,M,1,Gräsmark,,C,20,,,
,1,Ibrahim Baylan,S,Birgitta Olsson,22,Stefan Löfven,111,147,17660124,17,,Hans Linde,14,34,V,FP,,S,FP,S,1,Brobyäng,,V,18,,,
,8,Ulrika Carlsson,C,Anders Borg,15,Fredrik Reinfeldt,90,89,17660215,,15,Fredrick Federley,8,97,C,M,,M,,M,,Västra Ämtervik,17,C,26,,,
,8,Ulrika Carlsson,C,Anders Borg,19,Fredrik Reinfeldt,107,71,17660317,19,,Fredrick Federley,8,114,C,M,,M,,M,,Östra Ämtervik,,C,19,,,
,8,Tomas Tobé,M,Björn Söder,,Fredrik Reinfeldt,89,142,17660523,19,18,Fredrick Federley,7,81,C,SD,,M,SD,M,1,Lysvik,,C,,,,
,2,Jan Björklund,FP,Anders Borg,37,Fredrik Reinfeldt,143,84,17800101,16,,Cecilia Wikström,14,19,FP,M,,M,,M,,Tingvallastaden,30,FP,20,,,
,2,Tomas Tobé,M,Anders Wijkman,31,Fredrik Reinfeldt,132,118,17800102,19,,Cecilia Wikström,12,,FP,KD,,M,KD,M,2,Viken,26,FP,23,,,
,3,Tomas Tobé,M,Anders Wijkman,33,Fredrik Reinfeldt,123,92,17800103,22,,Cecilia Wikström,11,17,FP,KD,,M,KD,M,2,Marieberg-Sommaro,39,FP,23,,,
,1,Mats Pertoft,MP,Magdalena Andersson,22,Stefan Löfven,83,174,17800104,28,17,Bodil Ceballos,15,,MP,S,,S,,S,,Orrholmen,25,MP,,,,
FP,1,Rossana Dinamarca,V,Birgitta Olsson,31,Stefan Löfven,110,110,17800105,25,,Bodil Ceballos,10,19,V,FP,2,S,MP,S,3,Kvarnberget,36,MP,18,,,
,2,Tomas Tobé,M,Anders Wijkman,29,Fredrik Reinfeldt,135,91,17800111,29,15,Cecilia Wikström,13,,FP,KD,,M,KD,M,1,Tingvalla,29,FP,21,,,
,1,Jan Björklund,FP,Anders Borg,30,Fredrik Reinfeldt,157,81,17800112,16,,Cecilia Wikström,15,20,FP,M,,M,,M,,Klara,25,FP,20,,,
,2,Jan Björklund,FP,Anders Borg,35,Fredrik Reinfeldt,150,91,17800113,,,Cecilia Wikström,14,22,FP,M,,M,,M,,Råtorp norr,27,FP,24,,,
,2,Tomas Tobé,M,Anders Wijkman,30,Fredrik Reinfeldt,128,87,17800114,21,14,Cecilia Wikström,13,15,FP,KD,,M,KD,M,1,Haga,32,FP,22,,,
FP,1,Jan Björklund,FP,Ulla Andersson,24,Stefan Löfven,103,113,17800115,20,18,Bodil Ceballos,11,16,V,V,1,S,MP,S,3,Herrhagen 1,37,MP,18,,,
,3,Tomas Tobé,M,Anders Wijkman,36,Fredrik Reinfeldt,132,87,17800116,21,,Cecilia Wikström,12,17,FP,KD,,M,KD,M,1,Herrhagen 2,36,FP,20,,,
,3,Ibrahim Baylan,S,Ulla Andersson,33,Stefan Löfven,100,105,17800117,32,15,Bodil Ceballos,9,17,V,V,,S,MP,S,4,Herrhagen 3,47,MP,,,,
,3,Ibrahim Baylan,S,Åsa Romson,25,Stefan Löfven,101,111,17800118,34,21,Hans Linde,10,,V,MP,,S,MP,S,3,Torrmestad-Lamberget,39,V,18,,,
,2,Jan Björklund,FP,Anders Borg,38,Fredrik Reinfeldt,153,89,17800119,,,Cecilia Wikström,14,19,FP,M,,M,,M,,Råtorp söder,29,FP,21,,,
,3,Jan Björklund,FP,Anders Borg,43,Fredrik Reinfeldt,146,87,17800230,,,Cecilia Wikström,13,17,FP,M,,M,,M,,Sundsta,32,FP,24,,,
,1,Ibrahim Baylan,S,Ulla Andersson,29,Stefan Löfven,111,129,17800232,21,,Bodil Ceballos,12,,V,V,,S,MP,S,3,Norrstrand norr,35,MP,24,,,
,1,Mats Pertoft,MP,Magdalena Andersson,26,Stefan Löfven,105,155,17800233,18,,Bodil Ceballos,15,,MP,S,,S,,S,,Norrstrand-Sjöstad,23,MP,22,,,
,2,Ibrahim Baylan,S,Ulla Andersson,31,Stefan Löfven,122,132,17800234,25,,Bodil Ceballos,11,,V,V,,S,MP,S,3,Norrstrand söder,39,MP,,,,
,3,Tomas Tobé,M,Anders Wijkman,40,Fredrik Reinfeldt,127,95,17800235,15,,Cecilia Wikström,11,15,FP,KD,,M,KD,M,2,Kroppkärr,29,FP,28,,,
,2,Tomas Tobé,M,Anders Wijkman,31,Fredrik Reinfeldt,129,115,17800236,15,,Cecilia Wikström,13,18,FP,KD,,M,KD,M,1,Färjestad,26,FP,15,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,26,Stefan Löfven,114,125,17800237,19,,Cecilia Wikström,12,20,V,V,2,S,MP,S,1,Färjestad-Rud,20,FP,25,,,
,3,Tomas Tobé,M,Anders Wijkman,41,Fredrik Reinfeldt,118,92,17800238,16,,Cecilia Wikström,11,19,FP,KD,,M,KD,M,2,Lorensberg,33,FP,30,,,
,,Ibrahim Baylan,S,Magdalena Andersson,18,Stefan Löfven,52,180,17800239,34,18,Jan Eliasson,16,15,,S,,S,,S,,Rud norr,32,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,57,199,17800240,25,20,Jan Eliasson,16,,,S,,S,,S,,Rud söder,30,S,18,,,
,3,Mats Pertoft,MP,Magdalena Andersson,24,Stefan Löfven,85,140,17800241,34,17,Bodil Ceballos,13,,MP,S,,S,,S,,Kronoparken väst,49,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,42,206,17800242,32,23,Jan Eliasson,16,,,S,,S,,S,,Kronoparken söder,46,S,,,,
,3,Tomas Tobé,M,Anders Wijkman,39,Fredrik Reinfeldt,131,115,17800243,,,Cecilia Wikström,12,,FP,KD,,M,KD,M,1,Stockfallet,42,FP,22,,,
,1,Ibrahim Baylan,S,Ulla Andersson,33,Stefan Löfven,105,131,17800244,21,,Bodil Ceballos,12,,V,V,,S,MP,S,3,Universitetet,36,MP,23,,,
,2,Mats Pertoft,MP,Magdalena Andersson,24,Stefan Löfven,69,163,17800245,31,,Bodil Ceballos,14,17,MP,S,,S,,S,,Kronoparken öst,45,MP,,,,
,3,Mats Pertoft,MP,Magdalena Andersson,28,Stefan Löfven,61,151,17800246,43,20,Bodil Ceballos,13,,MP,S,,S,,S,,Kronoparken centrum,46,MP,,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,32,Fredrik Reinfeldt,120,114,17800247,,18,Cecilia Wikström,12,19,FP,KD,1,M,KD,M,1,Alster söder,29,FP,17,,,
,1,Ibrahim Baylan,S,Åsa Romson,31,Stefan Löfven,110,125,17800350,,23,Cecilia Wikström,12,17,MP,MP,,S,FP,S,3,Skattkärr,22,FP,21,,,
C,1,Jan Björklund,FP,Anders Wijkman,21,Fredrik Reinfeldt,123,86,17800351,14,18,Fredrick Federley,10,39,FP,KD,3,M,KD,M,2,Östra Fågelvik,20,C,28,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,17,Fredrik Reinfeldt,104,89,17800456,15,17,Fredrick Federley,9,70,FP,FP,5,M,KD,M,1,Väse,17,C,20,,,
,1,Ibrahim Baylan,S,Åsa Romson,22,Stefan Löfven,87,141,17800665,22,20,Hans Linde,14,35,V,MP,,S,MP,S,1,Molkom,22,V,,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,15,Fredrik Reinfeldt,85,105,17800667,17,19,Fredrick Federley,8,70,FP,FP,6,M,KD,M,1,Nyed,19,C,19,,,
,1,Jan Björklund,FP,Anders Borg,28,Fredrik Reinfeldt,151,88,17800775,,,Cecilia Wikström,15,42,FP,M,,M,,M,,Alster norr,21,FP,19,,,
,1,Ibrahim Baylan,S,Ulla Andersson,26,Stefan Löfven,101,141,17800880,17,16,Bodil Ceballos,13,,V,V,,S,MP,S,2,Skåre,25,MP,23,,,
,2,Jan Björklund,FP,Anders Borg,34,Fredrik Reinfeldt,147,86,17800881,,,Cecilia Wikström,14,20,FP,M,,M,,M,,Soldattorpet-Älvåker,37,FP,25,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,21,Fredrik Reinfeldt,126,91,17800882,,24,Fredrick Federley,11,43,FP,FP,3,M,KD,M,1,Grava,20,C,24,,,
,3,Tomas Tobé,M,Anders Wijkman,35,Fredrik Reinfeldt,124,122,17800883,,,Cecilia Wikström,11,19,FP,KD,,M,KD,M,2,Stodene,25,FP,24,,,
,1,Ibrahim Baylan,S,Åsa Romson,16,Stefan Löfven,89,148,17800990,16,27,Hans Linde,14,18,V,MP,,S,MP,S,1,Vålberg-Nor,17,V,18,,,
,,Ibrahim Baylan,S,Magdalena Andersson,21,Stefan Löfven,89,187,17800991,23,29,Jan Eliasson,16,,,S,,S,,S,,Vålberg,,S,,,,
,1,Ibrahim Baylan,S,Åsa Romson,17,Stefan Löfven,85,155,17800992,25,17,Hans Linde,14,19,V,MP,,S,MP,S,1,Edsvalla,15,V,16,,,
,2,Tomas Tobé,M,Anders Wijkman,30,Fredrik Reinfeldt,139,82,17801106,17,,Cecilia Wikström,12,20,FP,KD,,M,KD,M,2,Romstad-Strand,37,FP,24,,,
,,Ibrahim Baylan,S,Magdalena Andersson,19,Stefan Löfven,65,185,17801107,27,24,Jan Eliasson,16,,,S,,S,,S,,Gruvlyckan,29,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,18,Stefan Löfven,66,188,17801108,23,19,Jan Eliasson,16,,,S,,S,,S,,Våxnäs söder,17,S,18,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,32,Stefan Löfven,120,125,17801109,17,,Cecilia Wikström,12,,V,V,2,S,MP,S,1,Hagalund,21,FP,34,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,59,210,17801110,29,27,Jan Eliasson,16,,,S,,S,,S,,Våxnäs norr,24,S,,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,28,Fredrik Reinfeldt,120,110,17801119,,24,Cecilia Wikström,12,20,FP,KD,1,M,KD,M,1,Bellevue-Bergvik,29,FP,18,,,
,3,Tomas Tobé,M,Anders Wijkman,38,Fredrik Reinfeldt,125,123,17801120,,,Cecilia Wikström,12,19,FP,KD,,M,KD,M,1,Hultsberg,22,FP,22,,,
,,Ibrahim Baylan,S,Magdalena Andersson,22,Stefan Löfven,76,178,17810101,23,,Jan Eliasson,16,16,,S,,S,,S,,Innerstaden,19,S,15,,,
,1,Ibrahim Baylan,S,Ulla Andersson,15,Stefan Löfven,98,140,17810102,24,15,Bodil Ceballos,13,14,V,V,,S,MP,S,2,Broängen-Stenfallet,24,MP,19,,,
,0,Mats Pertoft,MP,Magdalena Andersson,23,Stefan Löfven,80,162,17810103,25,17,Bodil Ceballos,16,,MP,S,,S,,S,,Stenstaliden-Sandfallet,21,MP,21,,,
,1,Mats Pertoft,MP,Magdalena Andersson,24,Stefan Löfven,86,162,17810105,17,,Bodil Ceballos,15,19,MP,S,,S,,S,,Södermalm-Smedby,26,MP,15,,,
,,Ibrahim Baylan,S,Magdalena Andersson,24,Stefan Löfven,88,184,17810106,35,,Jan Eliasson,16,,,S,,S,,S,,Enserud,,S,18,,,
,2,Ibrahim Baylan,S,Åsa Romson,19,Stefan Löfven,98,157,17810107,33,25,Hans Linde,13,,V,MP,,S,MP,S,1,Kurlanda-Skäringsbol,17,V,,,,
,2,Ibrahim Baylan,S,Åsa Romson,30,Stefan Löfven,118,131,17810108,25,,Hans Linde,12,,V,MP,,S,MP,S,2,Fältet-Landa,27,V,18,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,28,Stefan Löfven,108,117,17810109,22,15,Cecilia Wikström,12,23,V,V,2,S,MP,S,1,Varnum,17,FP,19,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,33,Stefan Löfven,112,123,17810110,21,14,Cecilia Wikström,12,15,V,V,2,S,MP,S,1,Djurgården,16,FP,15,,,
,0,Mats Pertoft,MP,Magdalena Andersson,22,Stefan Löfven,88,169,17810111,31,19,Bodil Ceballos,16,,MP,S,,S,,S,,Sanna,20,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,20,Stefan Löfven,65,191,17810112,30,20,Jan Eliasson,16,,,S,,S,,S,,Malmen,23,S,,,,
,1,Ibrahim Baylan,S,Åsa Romson,28,Stefan Löfven,97,145,17810113,20,17,Hans Linde,14,19,V,MP,,S,MP,S,1,Villastaden-Marielund,23,V,,,,
,2,Ibrahim Baylan,S,Åsa Romson,21,Stefan Löfven,109,158,17810115,26,,Hans Linde,13,19,V,MP,,S,MP,S,1,Östermalm,16,V,,,,
,1,Mats Pertoft,MP,Magdalena Andersson,25,Stefan Löfven,109,160,17810116,24,,Bodil Ceballos,15,,MP,S,,S,,S,,Strand-Ålkärr,31,MP,,,,
,2,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,101,96,17810320,,29,Fredrick Federley,7,95,KD,KD,,M,C,M,7,Rudskoga,,C,28,,,
SD,2,Richard Jomshof,SD,Anders Wijkman,,Fredrik Reinfeldt,84,139,17810421,21,20,Fredrick Federley,8,60,KD,KD,1,M,C,M,5,Bäckhammar-Nybble,,C,25,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,67,229,17810522,29,24,Jan Eliasson,16,,,S,,S,,S,,Björneborg,,S,,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,20,Fredrik Reinfeldt,105,116,17810624,17,,Fredrick Federley,9,71,FP,FP,5,M,KD,M,1,Ölme,,C,20,,,
,,Ibrahim Baylan,S,Magdalena Andersson,17,Stefan Löfven,80,188,17820101,27,21,Jan Eliasson,16,,,S,,S,,S,,Filipstads Norra Karlhyttan-Storbron,16,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,16,Stefan Löfven,63,216,17820102,34,20,Jan Eliasson,16,,,S,,S,,S,,Filipstads Västra-Centrum,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,20,Stefan Löfven,78,189,17820103,27,20,Jan Eliasson,16,,,S,,S,,S,,Filipstads Södra,15,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,17,Stefan Löfven,84,187,17820104,29,16,Jan Eliasson,16,16,,S,,S,,S,,Filipstads Östra,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,81,180,17820105,38,17,Jan Eliasson,16,18,,S,,S,,S,,Persberg,,S,15,,,
,2,Ibrahim Baylan,S,Åsa Romson,,Stefan Löfven,67,144,17820110,32,33,Hans Linde,13,33,V,MP,,S,MP,S,1,Långban-Gåsborn,20,V,20,,,
,1,Rossana Dinamarca,V,Magdalena Andersson,22,Stefan Löfven,67,149,17820308,30,21,Hans Linde,15,60,V,S,,S,,S,,Brattfors,,V,,,,
,1,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,52,162,17820409,38,45,Bodil Ceballos,15,24,MP,S,,S,,S,,Nordmark,28,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,59,216,17820611,30,27,Jan Eliasson,16,,,S,,S,,S,,Kroppa,17,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,41,238,17820712,35,35,Jan Eliasson,16,,,S,,S,,S,,Rämmen,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,36,250,17830101,43,20,Jan Eliasson,16,,,S,,S,,S,,Hagfors Centrum,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,20,Stefan Löfven,49,222,17830105,35,23,Jan Eliasson,16,,,S,,S,,S,,Hagfors Östra,,S,,,,
,1,Rossana Dinamarca,V,Magdalena Andersson,15,Stefan Löfven,74,153,17830210,22,19,Hans Linde,15,66,V,S,,S,,S,,Ekshärad-Västanberg,,V,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,42,234,17830315,37,21,Jan Eliasson,16,15,,S,,S,,S,,Hagfors Norra-Gustav Adolf,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,58,202,17830418,36,20,Jan Eliasson,16,33,,S,,S,,S,,Råda-Höje,,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,16,Stefan Löfven,66,178,17830522,41,21,Jan Eliasson,16,27,,S,,S,,S,,Sunnemo-Uddeholm,,S,,,,
,2,Ibrahim Baylan,S,Åsa Romson,21,Stefan Löfven,81,148,17840102,25,16,Hans Linde,13,15,V,MP,,S,MP,S,1,Haga Arvika,24,V,19,,,
,3,Ibrahim Baylan,S,Åsa Romson,32,Stefan Löfven,99,132,17840103,39,,Hans Linde,11,,V,MP,,S,MP,S,2,Minneberg Arvika,30,V,17,,,
,1,Mats Pertoft,MP,Magdalena Andersson,19,Stefan Löfven,81,161,17840104,28,,Bodil Ceballos,15,15,MP,S,,S,,S,,Solberga Arvika,25,MP,20,,,
,,Ibrahim Baylan,S,Magdalena Andersson,16,Stefan Löfven,64,175,17840105,32,24,Jan Eliasson,16,17,,S,,S,,S,,Styckåsen Arvika,21,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,26,Stefan Löfven,71,175,17840106,19,20,Jan Eliasson,16,15,,S,,S,,S,,Degerängen Arvika,23,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,25,Stefan Löfven,79,183,17840125,23,22,Jan Eliasson,16,,,S,,S,,S,,Rosendal Arvika,17,S,,,,
,2,Ibrahim Baylan,S,Ulla Andersson,25,Stefan Löfven,93,120,17840207,31,,Bodil Ceballos,11,21,V,V,,S,MP,S,3,Dottevik Arvika,37,MP,22,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,26,Stefan Löfven,97,120,17840208,18,21,Cecilia Wikström,12,29,V,V,2,S,MP,S,1,Solvik Arvika,22,FP,16,,,
